1st: #157
stibic: #571B1C
stibio-: #571B10
Sticta: #571C7A
stiffs: #571FF5
stifle: #571F1E
Stiles: #5711E5
stile's: #5711E5
stilet: #5711E7
Stilla: #57111A
stills: #571115
stilts: #571175
Stites: #5717E5
STL: #571
stoats: #570A75
stoics: #5701C5
stolae: #5701AE
stolas: #5701A5
stoled: #5701ED
stoles: #5701E5
stole's: #5701E5
stolid: #57011D
stools: #570015
STS: #575
taa: #7AA
TAB: #7AB
tab.: #7AB
tabbed: #7ABBED
Tabbie: #7ABB1E
tabbis: #7ABB15
tablas: #7AB1A5
tabled: #7AB1ED
tables: #7AB1E5
tablet: #7AB1E7
taboos: #7AB005
taboo's: #7AB005
taboot: #7AB007
TAC: #7AC
Tacita: #7AC17A
tactic: #7AC71C
Tad: #7AD
Taddeo: #7ADDE0
Tadeas: #7ADEA5
TAE: #7AE
Taffel: #7AFFE1
taffia: #7AFF1A
taffle: #7AFF1E
tafias: #7AF1A5
Tai: #7A1
tailed: #7A11ED
tailet: #7A11E7
taille: #7A111E
Tailte: #7A117E
TAL: #7A1
Talala: #7A1A1A
Talbot: #7A1B07
talced: #7A1CED
talite: #7A117E
talles: #7A11E5
tallet: #7A11E7
Tallia: #7A111A
Tallie: #7A111E
Tallis: #7A1115
tallit: #7A1117
tallol: #7A1101
talose: #7A105E
TAO: #7A0
Taoist: #7A0157
taotai: #7A07A1
taqlid: #7A911D
TAS: #7A5
tascal: #7A5CA1
taslet: #7A51E7
tassal: #7A55A1
tassel: #7A55E1
tasses: #7A55E5
tasset: #7A55E7
Tassie: #7A551E
tassoo: #7A5500
tasted: #7A57ED
tastes: #7A57E5
TAT: #7A7
tatbeb: #7A7BEB
tatoos: #7A7005
tat-tat: #7A77A7
tatted: #7A77ED
tattie: #7A771E
tattle: #7A771E
tattoo: #7A7700
TBA: #7BA
TBD: #7BD
Tbi: #7B1
TBO: #7B0
TBS: #7B5
tbs.: #7B5
TCA: #7CA
TCB: #7CB
TCC: #7CC
TCS: #7C5
TCT: #7C7
TDC: #7DC
TDD: #7DD
TDE: #7DE
TDI: #7D1
TDL: #7D1
TDO: #7D0
tea: #7EA
teased: #7EA5ED
teasel: #7EA5E1
teases: #7EA5E5
teasle: #7EA51E
teated: #7EA7ED
TEB: #7EB
tebbad: #7EBBAD
tebbet: #7EBBE7
TEC: #7EC
tecali: #7ECA11
Tecate: #7ECA7E
tectal: #7EC7A1
Ted: #7ED
tedded: #7EDDED
Teddie: #7EDD1E
tee: #7EE
teedle: #7EED1E
teetee: #7EE7EE
tef: #7EF
teiids: #7E11D5
Teillo: #7E1110
teioid: #7E101D
TEL: #7E1
tel-: #7E1
Teleia: #7E1E1A
telial: #7E11A1
tellee: #7E11EE
TES: #7E5
teslas: #7E51A5
tessel: #7E55E1
Tessie: #7E551E
testae: #7E57AE
testao: #7E57A0
tested: #7E57ED
testee: #7E57EE
testes: #7E57E5
testis: #7E5715
tet: #7E7
TFC: #7FC
TFS: #7F5
TFT: #7F7
TIA: #71A
tib: #71B
Tibbie: #71BB1E
tibbit: #71BB17
tib-cat: #71BCA7
tibiad: #71B1AD
tibiae: #71B1AE
tibial: #71B1A1
tibias: #71B1A5
Tibold: #71B01D
TIC: #71C
ticals: #71CA15
tictac: #71C7AC
tictic: #71C71C
tictoc: #71C70C
TID: #71D
tidbit: #71DB17
tiddle: #71DD1E
tidied: #71D1ED
tidies: #71D1E5
tidife: #71D1FE
tie: #71E
tie-: #71E
tie-tie: #71E71E
tiffed: #71FFED
Tiffie: #71FF1E
tiffle: #71FF1E
Tiflis: #71F115
til: #711
'til: #711
tildes: #711DE5
Tildie: #711D1E
tilled: #7111ED
tillet: #7111E7
Tillie: #71111E
Tillio: #711110
tillot: #711107
Tilsit: #711517
tilted: #7117ED
tis: #715
'tis: #715
Tisbee: #715BEE
Tissot: #715507
Tit: #717
Tit.: #717
titbit: #717B17
tit-bit: #717B17
Tities: #7171E5
titled: #7171ED
titles: #7171E5
tittie: #71771E
tittle: #71771E
TLA: #71A
TLB: #71B
TLC: #71C
TLI: #711
tlo: #710
toa: #70A
toasts: #70A575
toatoa: #70A70A
Tob: #70B
Tob.: #70B
Tobias: #70B1A5
Tobies: #70B1E5
TOC: #70C
Toccoa: #70CC0A
toc-toc: #70C70C
TOD: #70D
TO'd: #70D
Toddie: #70DD1E
toddle: #70DD1E
todies: #70D1E5
toe: #70E
toetoe: #70E70E
to-fall: #70FA11
toffee: #70FFEE
Toffic: #70FF1C
tofile: #70F11E
toi: #701
toiled: #7011ED
toiles: #7011E5
toilet: #7011E7
toised: #7015ED
toited: #7017ED
toitoi: #701701
Tol: #701
tol-: #701
Toledo: #701ED0
tolite: #70117E
tolled: #7011ED
tol-lol: #701101
tolsel: #7015E1
Toltec: #7017EC
too: #700
toodle: #700D1E
Tooele: #700E1E
tooled: #7001ED
Toolis: #700115
toolsi: #700151
too-old: #70001D
toosie: #70051E
tooted: #7007ED
tootle: #70071E
too-too: #700700
TOS: #705
to-side: #7051DE
tossed: #7055ED
tosses: #7055E5
tostao: #7057A0
tot: #707
totals: #707A15
totted: #7077ED
Tottie: #70771E
tottle: #70771E
TQC: #79C
tsades: #75ADE5
tsadis: #75AD15
TSD: #75D
TSE: #75E
tsetse: #75E75E
TSF: #75F
TSI: #751
TSO: #750
tsotsi: #750751
TSS: #755
TST: #757
TTC: #77C
TTD: #77D
TTL: #771
TTS: #775
